1	static void badSink ( char * data ) { { char dest [ 50 ] = "" ; memcpy ( dest , data , strlen ( data ) * sizeof ( char ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 
3433	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t * dataBadBuffer = ( wchar_t * ) ALLOCA ( 50 * sizeof ( wchar_t ) ) ; wchar_t * dataGoodBuffer = ( wchar_t * ) ALLOCA ( 100 * sizeof ( wchar_t ) ) ; data = dataGoodBuffer ; data [ 0 ] = L'\0' ; { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; swprintf ( data , 100 , L"%s" , source ) ; printWLine ( data ) ; } } 	0
3434	static void FUN ( ) { int * data ; int dataBadBuffer [ 50 ] ; int dataGoodBuffer [ 100 ] ; if ( 5 != 5 ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; } { int source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int ) ) ; printIntLine ( data [ 0 ] ) ; } } 	0
3435	static void FUN ( ) { char * data ; char * dataBuffer = ( char * ) ALLOCA ( 100 * sizeof ( char ) ) ; data = dataBuffer ; if ( 5 == 5 ) { memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; } { char dest [ 50 ] = "" ; strcpy ( dest , data ) ; printLine ( data ) ; } } 	0
3436	static void FUN ( ) { char * data ; char * dataBuffer = ( char * ) ALLOCA ( 100 * sizeof ( char ) ) ; data = dataBuffer ; if ( (rand() % 2) ) { memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; } else { memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; } { char dest [ 50 ] = "" ; memmove ( dest , data , strlen ( data ) * sizeof ( char ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	0
3437	static void FUN ( ) { char * data ; char * dataBadBuffer = ( char * ) ALLOCA ( ( 10 ) * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( ( 10 + 1 ) * sizeof ( char ) ) ; if ( false ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; data [ 0 ] = '\0' ; } { char source [ 10 + 1 ] = "AAAAAAAAAA" ; strcpy ( data , source ) ; printLine ( data ) ; } } 	0
3438	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t * dataBadBuffer = ( wchar_t * ) ALLOCA ( 50 * sizeof ( wchar_t ) ) ; wchar_t * dataGoodBuffer = ( wchar_t * ) ALLOCA ( 100 * sizeof ( wchar_t ) ) ; if ( false ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; wcsncpy ( data , source , 100 - 1 ) ; data [ 100 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3439	typedef unsigned short wchar_t; void FUN ( ) { wchar_t * data ; void ( * funcPtr ) ( wchar_t * ) = badSink ; wchar_t dataBuffer [ 100 ] ; data = dataBuffer ; wmemset ( data , L'A' , 100 - 1 ) ; data [ 100 - 1 ] = L'\0' ; funcPtr ( data ) ; } 	1
3440	typedef unsigned short wchar_t; void FUN ( wchar_t * data ) { { wchar_t dest [ 50 ] = L"" ; swprintf ( dest , wcslen ( data ) , L"%s" , data ) ; printWLine ( data ) ; } } 	1
3441	typedef signed long long int64_t ; void FUN ( int64_t * data ) { { int64_t source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int64_t ) ) ; printLongLongLine ( data [ 0 ] ) ; } } 	1
3442	static void FUN ( ) { int * data ; int dataBadBuffer [ 50 ] ; int dataGoodBuffer [ 100 ] ; if ( false ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; } { int source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int ) ) ; printIntLine ( data [ 0 ] ) ; } } 	0
3443	static void FUN ( ) { int * data ; int dataBadBuffer [ 50 ] ; int dataGoodBuffer [ 100 ] ; if ( 0 ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; } { int source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int ) ) ; printIntLine ( data [ 0 ] ) ; } } 	0
3444	static void FUN ( ) { int * data ; int * dataBadBuffer = ( int * ) ALLOCA ( 50 * sizeof ( int ) ) ; int * dataGoodBuffer = ( int * ) ALLOCA ( 100 * sizeof ( int ) ) ; if ( (rand() % 2) ) { data = dataGoodBuffer ; } else { data = dataGoodBuffer ; } { int source [ 100 ] = { 0 } ; memmove ( data , source , 100 * sizeof ( int ) ) ; printIntLine ( data [ 0 ] ) ; } } 	0
3445	static void FUN ( ) { char * data ; char * dataBuffer = ( char * ) ALLOCA ( 100 * sizeof ( char ) ) ; data = dataBuffer ; memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; { char dest [ 50 ] = "" ; strncpy ( dest , data , strlen ( data ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	0
3446	typedef struct _twoIntsStruct{    int intOne;    int intTwo;} twoIntsStruct;typedef long unsigned int size_t; void FUN ( twoIntsStruct * data ) { { twoIntsStruct source [ 100 ] ; { size_t i ; for ( i = 0 ; i < 100 ; i ++ ) { source [ i ] . intOne = 0 ; source [ i ] . intTwo = 0 ; } } memcpy ( data , source , 100 * sizeof ( twoIntsStruct ) ) ; printStructLine ( & data [ 0 ] ) ; } } 	1
3447	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBuffer [ 100 ] ; data = dataBuffer ; if ( true ) { wmemset ( data , L'A' , 50 - 1 ) ; data [ 50 - 1 ] = L'\0' ; } { wchar_t dest [ 50 ] = L"" ; wcsncpy ( dest , data , wcslen ( data ) ) ; dest [ 50 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3448	typedef long unsigned int size_t; void FUN ( ) { char * data ; char * dataBadBuffer = ( char * ) ALLOCA ( ( 10 ) * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( ( 10 + 1 ) * sizeof ( char ) ) ; if ( true ) { data = dataBadBuffer ; data [ 0 ] = '\0' ; } { char source [ 10 + 1 ] = "AAAAAAAAAA" ; size_t i , sourceLen ; sourceLen = strlen ( source ) ; for ( i = 0 ; i < sourceLen + 1 ; i ++ ) { data [ i ] = source [ i ] ; } printLine ( data ) ; } } 	1
3449	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t * dataBuffer = ( wchar_t * ) ALLOCA ( 100 * sizeof ( wchar_t ) ) ; data = dataBuffer ; if ( 0 ) { printLine ( STR ) ; } else { wmemset ( data , L'A' , 50 - 1 ) ; data [ 50 - 1 ] = L'\0' ; } { wchar_t dest [ 50 ] = L"" ; memcpy ( dest , data , wcslen ( data ) * sizeof ( wchar_t ) ) ; dest [ 50 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3450	typedef signed long long int64_t ; static void FUN ( ) { int64_t * data ; int64_t dataBadBuffer [ 50 ] ; int64_t dataGoodBuffer [ 100 ] ; if ( 1 ) { data = dataGoodBuffer ; } { int64_t source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int64_t ) ) ; printLongLongLine ( data [ 0 ] ) ; } } 	0
3451	static void FUN ( ) { char * data ; char dataBuffer [ 100 ] ; data = dataBuffer ; if ( 5 == 5 ) { memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; } { char dest [ 50 ] = "" ; memmove ( dest , data , strlen ( data ) * sizeof ( char ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	0
3452	typedef signed long long int64_t ; static void FUN ( ) { int64_t * data ; int64_t dataBadBuffer [ 50 ] ; int64_t dataGoodBuffer [ 100 ] ; if ( 5 == 5 ) { data = dataGoodBuffer ; } { int64_t source [ 100 ] = { 0 } ; memcpy ( data , source , 100 * sizeof ( int64_t ) ) ; printLongLongLine ( data [ 0 ] ) ; } } 	0
3453	typedef long unsigned int size_t; static void FUN ( ) { void * data ; data = NULL ; if ( 1 ) { data = ( void * ) "AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA" ; } if ( 1 ) { { size_t dataLen = strlen ( ( char * ) data ) ; void * dest = ( void * ) ALLOCA ( ( dataLen + 1 ) * 1 ) ; ( void ) strcpy ( dest , data ) ; printLine ( ( char * ) dest ) ; } } } 	0
3454	void FUN ( char * dataArray [ ] ) { char * data = dataArray [ 2 ] ; { char dest [ 50 ] = "" ; strncpy ( dest , data , strlen ( data ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	1
3455	void FUN ( ) { char * data ; char * dataBuffer = ( char * ) ALLOCA ( 100 * sizeof ( char ) ) ; data = dataBuffer ; badStatic = 1 ; data = badSource ( data ) ; { char dest [ 50 ] = "" ; strcpy ( dest , data ) ; printLine ( data ) ; } } 	1
3456	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 10 ] ; wchar_t dataGoodBuffer [ 10 + 1 ] ; if ( 5 == 5 ) { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 10 + 1 ] = L"AAAAAAAAAA" ; wcscpy ( data , source ) ; printWLine ( data ) ; } } 	0
3457	typedef signed long long int64_t ; void FUN ( ) { int64_t * data ; int64_t * dataBadBuffer = ( int64_t * ) ALLOCA ( 50 * sizeof ( int64_t ) ) ; int64_t * dataGoodBuffer = ( int64_t * ) ALLOCA ( 100 * sizeof ( int64_t ) ) ; data = dataBadBuffer ; { int64_t * dataCopy = data ; int64_t * data = dataCopy ; { int64_t source [ 100 ] = { 0 } ; memmove ( data , source , 100 * sizeof ( int64_t ) ) ; printLongLongLine ( data [ 0 ] ) ; } } } 	1
3458	void FUN ( ) { int data ; int * dataPtr1 = & data ; int * dataPtr2 = & data ; data = - 1 ; { int data = * dataPtr1 ; { char inputBuffer [ (3 * sizeof(data) + 2) ] = "" ; if ( fgets ( inputBuffer , (3 * sizeof(data) + 2) , stdin ) != NULL ) { data = atoi ( inputBuffer ) ; } else { printLine ( STR ) ; } } * dataPtr1 = data ; } { int data = * dataPtr2 ; { int i ; int buffer [ 10 ] = { 0 } ; if ( data >= 0 ) { buffer [ data ] = 1 ; for ( i = 0 ; i < 10 ; i ++ ) { printIntLine ( buffer [ i ] ) ; } } else { printLine ( STR ) ; } } } } 	1
3459	void FUN ( char * * dataPtr ) { char * data = * dataPtr ; { char dest [ 50 ] = "" ; strncat ( dest , data , strlen ( data ) ) ; dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	1
3460	static char * badSource ( char * data ) { if ( badStatic ) { memset ( data , 'A' , 100 - 1 ) ; data [ 100 - 1 ] = '\0' ; } return data ; } 
3461	typedef struct _twoIntsStruct{    int intOne;    int intTwo;} twoIntsStruct;typedef long unsigned int size_t; static void FUN ( ) { twoIntsStruct * data ; twoIntsStruct * dataBadBuffer = ( twoIntsStruct * ) ALLOCA ( 50 * sizeof ( twoIntsStruct ) ) ; twoIntsStruct * dataGoodBuffer = ( twoIntsStruct * ) ALLOCA ( 100 * sizeof ( twoIntsStruct ) ) ; if ( 5 != 5 ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; } { twoIntsStruct source [ 100 ] ; { size_t i ; for ( i = 0 ; i < 100 ; i ++ ) { source [ i ] . intOne = 0 ; source [ i ] . intTwo = 0 ; } } { size_t i ; for ( i = 0 ; i < 100 ; i ++ ) { data [ i ] = source [ i ] ; } printStructLine ( & data [ 0 ] ) ; } } } 	0
3462	typedef unsigned short wchar_t; static void badSink ( wchar_t * data ) { { wchar_t dest [ 50 ] = L"" ; memmove ( dest , data , wcslen ( data ) * sizeof ( wchar_t ) ) ; dest [ 50 - 1 ] = L'\0' ; printWLine ( data ) ; } } 
3463	typedef unsigned short wchar_t; typedef long unsigned int size_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 50 ] ; wchar_t dataGoodBuffer [ 100 ] ; data = dataGoodBuffer ; data [ 0 ] = L'\0' ; { wchar_t * dataCopy = data ; wchar_t * data = dataCopy ; { size_t i ; wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; for ( i = 0 ; i < 100 ; i ++ ) { data [ i ] = source [ i ] ; } data [ 100 - 1 ] = L'\0' ; printWLine ( data ) ; } } } 	0
3464	typedef unsigned short wchar_t; void FUN ( ) { wchar_t * data ; wchar_t * dataBadBuffer = ( wchar_t * ) ALLOCA ( 50 * sizeof ( wchar_t ) ) ; wchar_t * dataGoodBuffer = ( wchar_t * ) ALLOCA ( 100 * sizeof ( wchar_t ) ) ; goto source ; source : data = dataBadBuffer ; data [ 0 ] = L'\0' ; { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; wcsncat ( data , source , 100 ) ; printWLine ( data ) ; } } 	1
3465	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t * dataBadBuffer = ( wchar_t * ) ALLOCA ( 50 * sizeof ( wchar_t ) ) ; wchar_t * dataGoodBuffer = ( wchar_t * ) ALLOCA ( 100 * sizeof ( wchar_t ) ) ; if ( 5 == 5 ) { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; wcscpy ( data , source ) ; printWLine ( data ) ; } } 	0
3466	void FUN ( ) { char * data ; char dataBadBuffer [ 10 ] ; char dataGoodBuffer [ 10 + 1 ] ; if ( 1 ) { data = dataBadBuffer ; data [ 0 ] = '\0' ; } { char source [ 10 + 1 ] = "AAAAAAAAAA" ; memcpy ( data , source , ( strlen ( source ) + 1 ) * sizeof ( char ) ) ; printLine ( data ) ; } } 	1
3467	typedef struct _twoIntsStruct{    int intOne;    int intTwo;} twoIntsStruct;typedef long unsigned int size_t; void FUN ( ) { twoIntsStruct * data ; twoIntsStruct dataBadBuffer [ 50 ] ; twoIntsStruct dataGoodBuffer [ 100 ] ; if ( (rand() % 2) ) { data = dataBadBuffer ; } else { data = dataGoodBuffer ; } { twoIntsStruct source [ 100 ] ; { size_t i ; for ( i = 0 ; i < 100 ; i ++ ) { source [ i ] . intOne = 0 ; source [ i ] . intTwo = 0 ; } } memmove ( data , source , 100 * sizeof ( twoIntsStruct ) ) ; printStructLine ( & data [ 0 ] ) ; } } 	1
3468	typedef unsigned short wchar_t; void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 10 ] ; wchar_t dataGoodBuffer [ 10 + 1 ] ; if ( 5 == 5 ) { data = dataBadBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 10 + 1 ] = L"AAAAAAAAAA" ; wcscpy ( data , source ) ; printWLine ( data ) ; } } 	1
3469	void FUN ( ) { char * data ; char * dataBadBuffer = ( char * ) ALLOCA ( ( 10 ) * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( ( 10 + 1 ) * sizeof ( char ) ) ; if ( 1 ) { data = dataBadBuffer ; data [ 0 ] = '\0' ; } { char source [ 10 + 1 ] = "AAAAAAAAAA" ; strcpy ( data , source ) ; printLine ( data ) ; } } 	1
3470	static void FUN ( int data ) { if ( goodB2G1Static ) { printLine ( STR ) ; } else { { int i ; int buffer [ 10 ] = { 0 } ; if ( data >= 0 && data < ( 10 ) ) { buffer [ data ] = 1 ; for ( i = 0 ; i < 10 ; i ++ ) { printIntLine ( buffer [ i ] ) ; } } else { printLine ( STR ) ; } } } } 	0
3471	static void FUN ( ) { int * data ; data = NULL ; if ( 0 ) { printLine ( STR ) ; } else { data = ( int * ) ALLOCA ( 10 * sizeof ( int ) ) ; } { int source [ 10 ] = { 0 } ; memmove ( data , source , 10 * sizeof ( int ) ) ; printIntLine ( data [ 0 ] ) ; } } 	0
3472	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 50 ] ; wchar_t dataGoodBuffer [ 100 ] ; if ( 1 ) { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; memcpy ( data , source , 100 * sizeof ( wchar_t ) ) ; data [ 100 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3473	typedef unsigned short wchar_t; void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 50 ] ; wchar_t dataGoodBuffer [ 100 ] ; if ( true ) { data = dataBadBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; wcscpy ( data , source ) ; printWLine ( data ) ; } } 	1
3474	typedef long unsigned int size_t; void FUN ( ) { char * data ; char dataBadBuffer [ 50 ] ; char dataGoodBuffer [ 100 ] ; if ( true ) { data = dataBadBuffer ; data [ 0 ] = '\0' ; } { size_t i ; char source [ 100 ] ; memset ( source , 'C' , 100 - 1 ) ; source [ 100 - 1 ] = '\0' ; for ( i = 0 ; i < 100 ; i ++ ) { data [ i ] = source [ i ] ; } data [ 100 - 1 ] = '\0' ; printLine ( data ) ; } } 	1
3475	typedef struct _charVoid { char charFirst[16]; void * voidSecond; void * voidThird;} charVoid; static void FUN ( ) { if ( 5 == 5 ) { { charVoid structCharVoid ; structCharVoid . voidSecond = ( void * ) "0123456789abcdef0123456789abcde" ; printLine ( ( char * ) structCharVoid . voidSecond ) ; memcpy ( structCharVoid . charFirst , "0123456789abcdef0123456789abcde" , sizeof ( structCharVoid . charFirst ) ) ; structCharVoid . charFirst [ ( sizeof ( structCharVoid . charFirst ) / sizeof ( char ) ) - 1 ] = '\0' ; printLine ( ( char * ) structCharVoid . charFirst ) ; printLine ( ( char * ) structCharVoid . voidSecond ) ; } } } 	0
3476	void FUN ( char * * dataPtr ) { char * data = * dataPtr ; { char source [ 10 + 1 ] = "AAAAAAAAAA" ; memcpy ( data , source , ( strlen ( source ) + 1 ) * sizeof ( char ) ) ; printLine ( data ) ; } } 	1
3477	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 10 ] ; wchar_t dataGoodBuffer [ 10 + 1 ] ; if ( false ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; } { wchar_t source [ 10 + 1 ] = L"AAAAAAAAAA" ; memmove ( data , source , ( wcslen ( source ) + 1 ) * sizeof ( wchar_t ) ) ; printWLine ( data ) ; } } 	0
3478	void FUN ( ) { char * data ; void ( * funcPtr ) ( char * ) = badSink ; char dataBadBuffer [ 50 ] ; char dataGoodBuffer [ 100 ] ; data = dataBadBuffer ; data [ 0 ] = '\0' ; funcPtr ( data ) ; } 	1
3479	static void FUN ( ) { char * data ; char * dataBadBuffer = ( char * ) ALLOCA ( ( 10 ) * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( ( 10 + 1 ) * sizeof ( char ) ) ; if ( 1 ) { data = dataGoodBuffer ; data [ 0 ] = '\0' ; } { char source [ 10 + 1 ] = "AAAAAAAAAA" ; memcpy ( data , source , ( strlen ( source ) + 1 ) * sizeof ( char ) ) ; printLine ( data ) ; } } 	0
3480	static char * badSource ( char * data ) { if ( badStatic ) { memset ( data , 'A' , 100 - 1 ) ; data [ 100 - 1 ] = '\0' ; } return data ; } 
3481	typedef unsigned short wchar_t; static wchar_t * badSource ( wchar_t * data ) { if ( badStatic ) { wmemset ( data , L'A' , 100 - 1 ) ; data [ 100 - 1 ] = L'\0' ; } return data ; } 
3482	static void FUN ( ) { int data ; data = - 1 ; if ( 5 == 5 ) { data = 7 ; } if ( 5 == 5 ) { { int i ; int buffer [ 10 ] = { 0 } ; if ( data >= 0 ) { buffer [ data ] = 1 ; for ( i = 0 ; i < 10 ; i ++ ) { printIntLine ( buffer [ i ] ) ; } } else { printLine ( STR ) ; } } } } 	0
3483	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBuffer [ 100 ] ; data = dataBuffer ; if ( 5 != 5 ) { printLine ( STR ) ; } else { wmemset ( data , L'A' , 50 - 1 ) ; data [ 50 - 1 ] = L'\0' ; } { wchar_t dest [ 50 ] = L"" ; memmove ( dest , data , wcslen ( data ) * sizeof ( wchar_t ) ) ; dest [ 50 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3484	void FUN ( ) { int data ; data = - 1 ; switch ( 6 ) { case 6 : fscanf ( stdin , "%d" , & data ) ; break ; default : printLine ( STR ) ; break ; } switch ( 7 ) { case 7 : { int i ; int buffer [ 10 ] = { 0 } ; if ( data >= 0 ) { buffer [ data ] = 1 ; for ( i = 0 ; i < 10 ; i ++ ) { printIntLine ( buffer [ i ] ) ; } } else { printLine ( STR ) ; } } break ; default : printLine ( STR ) ; break ; } } 	1
3485	typedef unsigned short wchar_t; static void FUN ( ) { wchar_t * data ; wchar_t * dataBadBuffer = ( wchar_t * ) ALLOCA ( ( 10 ) * sizeof ( wchar_t ) ) ; wchar_t * dataGoodBuffer = ( wchar_t * ) ALLOCA ( ( 10 + 1 ) * sizeof ( wchar_t ) ) ; while ( 1 ) { data = dataGoodBuffer ; data [ 0 ] = L'\0' ; break ; } { wchar_t source [ 10 + 1 ] = L"AAAAAAAAAA" ; wcscpy ( data , source ) ; printWLine ( data ) ; } } 	0
3486	void FUN ( char * data ) { { char source [ 100 ] ; memset ( source , 'C' , 100 - 1 ) ; source [ 100 - 1 ] = '\0' ; snprintf ( data , 100 , "%s" , source ) ; printLine ( data ) ; } } 	1
3487	typedef struct _charVoid { char charFirst[16]; void * voidSecond; void * voidThird;} charVoid; static void FUN ( ) { if ( 5 == 5 ) { { charVoid structCharVoid ; structCharVoid . voidSecond = ( void * ) "0123456789abcdef0123456789abcde" ; printLine ( ( char * ) structCharVoid . voidSecond ) ; memmove ( structCharVoid . charFirst , "0123456789abcdef0123456789abcde" , sizeof ( structCharVoid . charFirst ) ) ; structCharVoid . charFirst [ ( sizeof ( structCharVoid . charFirst ) / sizeof ( char ) ) - 1 ] = '\0' ; printLine ( ( char * ) structCharVoid . charFirst ) ; printLine ( ( char * ) structCharVoid . voidSecond ) ; } } } 	0
3488	typedef long unsigned int size_t; static void FUN ( ) { char * data ; char dataBuffer [ 100 ] ; data = dataBuffer ; if ( 0 ) { printLine ( STR ) ; } else { memset ( data , 'A' , 50 - 1 ) ; data [ 50 - 1 ] = '\0' ; } { char dest [ 50 ] = "" ; size_t i , dataLen ; dataLen = strlen ( data ) ; for ( i = 0 ; i < dataLen ; i ++ ) { dest [ i ] = data [ i ] ; } dest [ 50 - 1 ] = '\0' ; printLine ( data ) ; } } 	0
3489	typedef unsigned short wchar_t; void FUN ( wchar_t * data ) { { wchar_t source [ 100 ] ; wmemset ( source , L'C' , 100 - 1 ) ; source [ 100 - 1 ] = L'\0' ; memmove ( data , source , 100 * sizeof ( wchar_t ) ) ; data [ 100 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	1
3490	typedef unsigned short wchar_t; typedef long unsigned int size_t; static void FUN ( ) { wchar_t * data ; wchar_t dataBuffer [ 100 ] ; data = dataBuffer ; if ( true ) { wmemset ( data , L'A' , 50 - 1 ) ; data [ 50 - 1 ] = L'\0' ; } { wchar_t dest [ 50 ] = L"" ; size_t i , dataLen ; dataLen = wcslen ( data ) ; for ( i = 0 ; i < dataLen ; i ++ ) { dest [ i ] = data [ i ] ; } dest [ 50 - 1 ] = L'\0' ; printWLine ( data ) ; } } 	0
3491	typedef struct _charVoid { char charFirst[16]; void * voidSecond; void * voidThird;} charVoid; typedef unsigned short wchar_t; void FUN ( ) { if ( true ) { { charVoid structCharVoid ; structCharVoid . voidSecond = ( void * ) L"0123456789abcdef0123456789abcde" ; printWLine ( ( wchar_t * ) structCharVoid . voidSecond ) ; memcpy ( structCharVoid . charFirst , L"0123456789abcdef0123456789abcde" , sizeof ( structCharVoid ) ) ; structCharVoid . charFirst [ ( sizeof ( structCharVoid . charFirst ) / sizeof ( wchar_t ) ) - 1 ] = L'\0' ; printWLine ( ( wchar_t * ) structCharVoid . charFirst ) ; printWLine ( ( wchar_t * ) structCharVoid . voidSecond ) ; } } } 	1
3492	static void FUN ( ) { char * data ; char * * dataPtr1 = & data ; char * * dataPtr2 = & data ; char * dataBadBuffer = ( char * ) ALLOCA ( ( 10 ) * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( ( 10 + 1 ) * sizeof ( char ) ) ; { char * data = * dataPtr1 ; data = dataGoodBuffer ; data [ 0 ] = '\0' ; * dataPtr1 = data ; } { char * data = * dataPtr2 ; { char source [ 10 + 1 ] = "AAAAAAAAAA" ; memmove ( data , source , ( strlen ( source ) + 1 ) * sizeof ( char ) ) ; printLine ( data ) ; } } } 	0
3493	static void FUN ( ) { char * data ; char * dataBadBuffer = ( char * ) ALLOCA ( 50 * sizeof ( char ) ) ; char * dataGoodBuffer = ( char * ) ALLOCA ( 100 * sizeof ( char ) ) ; if ( 5 != 5 ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; data [ 0 ] = '\0' ; } { char source [ 100 ] ; memset ( source , 'C' , 100 - 1 ) ; source [ 100 - 1 ] = '\0' ; snprintf ( data , 100 , "%s" , source ) ; printLine ( data ) ; } } 	0
3494	static void FUN ( ) { char * data ; char dataBadBuffer [ 50 ] ; char dataGoodBuffer [ 100 ] ; if ( 5 != 5 ) { printLine ( STR ) ; } else { data = dataGoodBuffer ; data [ 0 ] = '\0' ; } { char source [ 100 ] ; memset ( source , 'C' , 100 - 1 ) ; source [ 100 - 1 ] = '\0' ; strcpy ( data , source ) ; printLine ( data ) ; } } 	0
3495	typedef unsigned short wchar_t; void FUN ( ) { wchar_t * data ; wchar_t dataBadBuffer [ 10 ] ; wchar_t dataGoodBuffer [ 10 + 1 ] ; data = dataBadBuffer ; data [ 0 ] = L'\0' ; { wchar_t * dataCopy = data ; wchar_t * data = dataCopy ; { wchar_t source [ 10 + 1 ] = L"AAAAAAAAAA" ; memmove ( data , source , ( wcslen ( source ) + 1 ) * sizeof ( wchar_t ) ) ; printWLine ( data ) ; } } } 	1
3496	static void FUN ( ) { int data ; data = - 1 ; if ( true ) { data = RAND32 ( ) ; } if ( false ) { printLine ( STR ) ; } else { { int i ; int buffer [ 10 ] = { 0 } ; if ( data >= 0 && data < ( 10 ) ) { buffer [ data ] = 1 ; for ( i = 0 ; i < 10 ; i ++ ) { printIntLine ( buffer [ i ] ) ; } } else { printLine ( STR ) ; } } } } 	0
3497	typedef struct _twoIntsStruct{    int intOne;    int intTwo;} twoIntsStruct;typedef long unsigned int size_t; void FUN ( ) { twoIntsStruct * data ; twoIntsStruct * dataBadBuffer = ( twoIntsStruct * ) ALLOCA ( 50 * sizeof ( twoIntsStruct ) ) ; twoIntsStruct * dataGoodBuffer = ( twoIntsStruct * ) ALLOCA ( 100 * sizeof ( twoIntsStruct ) ) ; if ( true ) { data = dataBadBuffer ; } { twoIntsStruct source [ 100 ] ; { size_t i ; for ( i = 0 ; i < 100 ; i ++ ) { source [ i ] . intOne = 0 ; source [ i ] . intTwo = 0 ; } } memmove ( data , source , 100 * sizeof ( twoIntsStruct ) ) ; printStructLine ( & data [ 0 ] ) ; } } 	1
